customer_id,birth_year,annual_income,num_children,num_teenagers,days_since_last_purchase,has_recent_complaint,spend_wine,spend_fruits,spend_meat,spend_fish,spend_sweets,spend_gold,num_discount_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,web_visits_last_month,accepted_campaign_1,accepted_campaign_2,accepted_campaign_3,accepted_campaign_4,accepted_campaign_5,accepted_last_campaign,education_level_2n Cycle,education_level_Basic,education_level_Graduation,education_level_Master,education_level_PhD,marital_status_Absurd,marital_status_Alone,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,marital_status_YOLO,age,total_spend,total_purchases,family_size,cluster,PC1,PC2
1994.0,1983.0,29852.725265674773,1.0,0.0,11.0,0.0,5.0,5.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,42.0,19.0,3.0,1.0,1,-1.9011841371316907,-1.6609234198887877
387.0,1976.0,7500.0,0.0,0.0,59.0,0.0,6.0,16.0,11.0,11.0,1.0,16.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,49.0,61.0,5.0,0.0,1,-1.8728935821043642,-1.9476156430305351
2125.0,1959.0,63033.0,0.0,0.0,82.0,0.0,194.0,61.0,480.0,120.5,81.0,30.0,1.0,3.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,66.0,1102.0,15.0,0.0,0,2.065290931387792,-0.6467548820454363
8180.0,1952.0,59354.0,1.0,1.0,53.0,0.0,233.0,2.0,53.0,3.0,5.0,14.0,3.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,73.0,310.0,12.0,2.0,1,-0.6799552773741895,1.5722809752874702
2569.0,1987.0,17323.0,0.0,0.0,38.0,0.0,3.0,14.0,17.0,6.0,1.0,5.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,38.0,46.0,4.0,0.0,1,-1.8186433528547485,-2.3232421114265542
2114.0,1946.0,82800.0,0.0,0.0,23.0,0.0,1006.0,22.0,115.0,59.0,68.0,45.0,1.0,7.0,6.0,12.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,79.0,1315.0,25.0,0.0,0,3.2284000808964834,0.42570152332971295
9736.0,1980.0,41850.0,1.0,1.0,51.0,0.0,53.0,5.0,19.0,2.0,13.0,4.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,45.0,96.0,6.0,2.0,1,-2.21208703604276,0.31711612484666835
4939.0,1946.0,37760.0,0.0,0.0,20.0,0.0,84.0,5.0,38.0,120.5,12.0,28.0,2.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,79.0,317.0,11.0,0.0,1,-0.2887917503610044,-0.06341341063563487
6565.0,1949.0,76995.0,0.0,1.0,91.0,0.0,1012.0,80.0,498.0,0.0,16.0,126.5,2.0,11.0,4.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,76.0,1782.0,24.0,1.0,0,2.463508848688166,1.6495952213448364
2278.0,1985.0,33812.0,1.0,0.0,86.0,0.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,40.0,133.0,6.0,1.0,1,-1.4562668392430755,-1.040307284145033
9360.0,1982.0,37040.0,0.0,0.0,41.0,0.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,43.0,316.0,11.0,0.0,1,-0.6691635923017802,-1.6147843458746396
5376.0,1979.0,2447.0,1.0,0.0,42.0,0.0,1.0,1.0,556.0,1.0,1.0,1.0,6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,46.0,1730.0,28.0,1.0,0,0.9554299191233686,1.634895958116149
1993.0,1949.0,58607.0,0.0,1.0,63.0,0.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,76.0,972.0,14.0,1.0,1,0.12783541260670794,1.4802542371491745
4047.0,1954.0,65324.0,0.0,1.0,0.0,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,71.0,544.0,17.0,1.0,0,0.759308693196481,1.0004199570518946
1409.0,1951.0,40689.0,0.0,1.3451586150026458,69.0,0.0,270.0,3.0,27.0,39.0,6.0,99.0,6.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,74.0,444.0,13.0,1.3451586150026458,1,-1.274672288963896,2.6540750529787545
7892.0,1969.0,18589.0,0.0,0.0,89.0,0.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,56.0,75.0,6.0,0.0,1,-1.4068665183713596,-1.1571117535338595
2404.0,1976.0,53359.0,1.0,1.0,4.0,0.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,49.0,257.0,10.0,2.0,1,-1.4815027054234817,1.0557925914173847
5255.0,1986.0,79957.92872934813,1.0,0.0,19.0,0.0,5.0,1.0,3.0,3.0,81.0,126.5,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,39.0,637.0,27.0,1.0,0,2.3708401514565183,-1.01024643675079
9422.0,1989.0,38360.0,1.0,0.0,26.0,0.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,36.0,131.0,7.0,1.0,1,-0.8200359906367467,-1.4135254090313403
1966.0,1965.0,84618.0,0.0,0.0,96.0,0.0,684.0,81.0,556.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,60.0,1672.0,25.0,0.0,0,3.597312406991793,-0.06731528986845924
6864.0,1989.0,10979.0,0.0,0.0,34.0,0.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,36.0,30.0,6.0,0.0,1,-1.4547133128319722,-2.135936187549706
3033.0,1963.0,38620.0,0.0,0.0,56.0,0.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,62.0,318.0,10.0,0.0,1,0.3429184411291801,-1.354281160418233
5710.0,1970.0,40548.0,0.0,1.0,31.0,0.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,55.0,120.0,7.0,1.0,1,-0.9668572203536742,-0.6055001926300225
7373.0,1952.0,46610.0,0.0,2.0,8.0,0.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,73.0,302.0,11.0,2.0,1,-1.3744360320620508,2.6878519443550744
8755.0,1946.0,68657.0,0.0,0.0,4.0,0.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,79.0,1196.0,17.0,0.0,0,1.6065292621120635,0.18868288548843512
10738.0,1951.0,49389.0,1.0,1.0,55.0,0.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,74.0,65.0,5.0,2.0,1,-1.4950682736467753,0.3388981601366905
4339.0,1970.0,67353.0,0.0,1.0,37.0,0.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,55.0,913.0,23.0,1.0,0,1.4907153054591828,1.6424153334114076
10755.0,1976.0,23718.0,1.0,0.0,76.0,0.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,49.0,81.0,6.0,1.0,1,-1.93960099752052,-0.3267270693033711
8595.0,1973.0,42429.0,0.0,1.0,99.0,0.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,52.0,67.0,5.0,1.0,1,-1.0935040250547698,-0.6839703184070061
2968.0,1943.0,48948.0,0.0,0.0,53.0,0.0,437.0,8.0,206.0,120.5,49.0,42.0,2.0,7.0,10.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,False,True,False,False,True,False,False,False,False,False,82.0,902.0,22.0,0.0,0,1.332821919140879,0.7429406151192872
8601.0,1980.0,80011.0,0.0,1.0,3.0,0.0,421.0,76.0,536.0,82.0,81.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,45.0,1395.0,19.0,1.0,0,1.798628434103237,0.09624513393119563
503.0,1985.0,20559.0,1.0,0.0,88.0,0.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,40.0,53.0,5.0,1.0,1,-2.2371460072930556,-1.0573207704206322
8430.0,1957.0,21994.0,0.0,1.0,4.0,0.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,68.0,22.0,3.0,1.0,1,-1.5162331283565584,-1.0079714708504035
7281.0,1959.0,49595.47645331184,0.0,0.0,80.0,0.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,66.0,186.0,8.0,0.0,0,0.5815888864095529,-1.2912138476906552
2139.0,1975.0,7500.0,1.0,0.0,19.0,0.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,50.0,31.0,5.0,1.0,1,-2.0772975007953187,-0.7176753953928297
1371.0,1976.0,79941.0,0.0,0.0,72.0,0.0,123.0,81.0,266.0,120.5,30.0,126.5,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,49.0,984.0,15.0,0.0,0,2.3897600824777467,-1.2036719897492942
9909.0,1996.0,7500.0,0.0,0.0,24.0,0.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,29.0,122.0,7.0,0.0,1,-2.264248191328489,-1.6064707915482375
7286.0,1968.0,41728.0,1.0,0.0,92.0,0.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,57.0,55.0,4.0,1.0,1,-1.9081727306297636,-0.6572392552498479
7244.0,1951.0,43777.13237098561,2.0,1.0,96.0,0.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,74.0,124.0,7.0,2.5,1,-1.721213728011717,1.5831433509068504
6566.0,1954.0,72550.0,1.0,1.0,39.0,0.0,826.0,50.0,317.0,50.0,38.0,38.0,6.0,5.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,71.0,1319.0,19.0,2.0,0,0.18505415399924952,3.627235962228799
8614.0,1957.0,65486.0,0.0,1.0,29.0,0.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,68.0,507.0,16.0,1.0,0,1.2159554087125648,-0.14402891106897306
4114.0,1964.0,79143.0,0.0,0.0,2.0,0.0,650.0,37.0,556.0,27.0,81.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,61.0,1693.0,28.0,0.0,0,3.4775986796827834,-0.014925975676339685
1331.0,1977.0,35790.0,1.0,0.0,54.0,0.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,48.0,72.0,5.0,1.0,1,-1.6394550045901666,-0.7945544162861277
2225.0,1977.0,82582.0,0.0,0.0,54.0,0.0,510.0,81.0,550.0,120.5,40.0,126.5,1.0,4.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False,48.0,1617.0,20.0,0.0,0,3.257139720946886,-0.8680030150846598
9381.0,1978.0,66373.0,1.0,1.0,57.0,0.0,328.0,9.0,124.0,12.0,24.0,109.0,6.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,47.0,606.0,16.0,2.0,1,-0.04146990726158466,2.127113241769497
6260.0,1955.0,82384.0,0.0,0.0,55.0,0.0,984.0,51.0,432.0,120.5,81.0,126.5,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,70.0,1957.0,26.0,0.0,0,4.082688374687991,0.2236988505026553
10383.0,1966.0,70287.0,0.0,0.0,30.0,0.0,295.0,35.0,482.0,120.5,81.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False,59.0,1093.0,20.0,0.0,0,2.28565667151679,-0.6115716537911543
7437.0,1988.0,27938.0,1.0,0.0,31.0,0.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,37.0,29.0,5.0,1.0,1,-1.151145795005664,-2.0134474049444404
8557.0,1982.0,34766.64927749467,1.0,0.0,57.0,0.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,43.0,46.0,5.0,1.0,1,-1.5504697302471846,-1.045540653827981
8375.0,1968.0,55954.0,0.0,1.0,63.0,0.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,57.0,518.0,16.0,1.0,1,-0.16043140604560874,0.7299955617089193
6853.0,1982.0,75777.0,0.0,0.0,12.0,0.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,True,False,False,False,False,False,True,False,False,False,43.0,1438.0,20.0,0.0,0,2.9003522758906803,-1.2002429159584986
3076.0,1975.0,66653.0,1.0,1.0,18.0,0.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,50.0,612.0,18.0,2.0,0,0.3180060312817273,1.3680392982542302
1012.0,1952.0,61823.0,0.0,1.0,26.0,0.0,523.0,7.0,134.0,37.0,14.0,126.5,4.0,8.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,73.0,884.0,20.0,1.0,0,0.5343732102497387,1.9665735127057489
6518.0,1951.0,67680.0,0.0,1.0,8.0,0.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,74.0,606.0,18.0,1.0,0,0.9904857682995784,0.37608560120712875
4137.0,1948.0,70666.0,0.0,0.0,29.0,0.0,398.0,40.0,367.0,119.0,81.0,30.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,77.0,1076.0,15.0,0.0,0,1.946842487893863,-0.16284768058108345
8082.0,1971.0,25721.0,1.0,0.0,75.0,0.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,54.0,34.0,4.0,1.0,1,-1.801966020937019,-1.1371971749724081
1386.0,1967.0,32474.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,58.0,11.0,3.0,2.0,1,-2.2044034780411,-0.523434456376585
9369.0,1979.0,88194.0,0.0,1.0,19.0,0.0,688.0,14.0,309.0,120.5,24.0,38.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,46.0,1274.0,31.0,1.0,0,2.577723489797344,0.36320508294974413
4477.0,1958.0,69096.0,0.0,1.0,4.0,0.0,247.0,49.0,159.0,7.0,81.0,109.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,67.0,653.0,17.0,1.0,0,1.1138807669986541,0.03775907052820343
1357.0,1970.0,74854.0,1.0,2.0,90.0,0.0,856.0,59.0,487.0,58.0,29.0,73.0,6.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,55.0,1562.0,12.0,2.5,0,0.16302258283165283,3.0106415443717442
1402.0,1954.0,66991.0,0.0,0.0,1.0,0.0,496.0,36.0,460.0,120.5,60.0,12.0,3.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,71.0,1253.0,18.0,0.0,0,2.094311973988766,0.5562955447081205
10629.0,1973.0,31358.392599005136,1.0,0.0,25.0,0.0,25.0,3.0,43.0,17.0,4.0,17.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,52.0,109.0,6.0,1.0,1,-1.906085555365375,-0.16894857065173027
6312.0,1959.0,65031.0,0.0,1.0,29.0,0.0,258.0,81.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,66.0,863.0,26.0,1.0,0,0.9054231387062157,2.0284036476361096
8132.0,1975.0,60631.0,1.0,1.0,88.0,0.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,50.0,661.0,19.0,2.0,1,-0.5010588150201589,2.2327082035566805
1050.0,1952.0,28332.0,0.0,0.0,58.0,0.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,73.0,65.0,7.0,0.0,1,-0.01759547539457736,-1.332432858166728
5846.0,1977.0,40246.0,1.0,0.0,68.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,48.0,13.0,3.0,1.0,1,-1.4232493150391674,-1.360729447739222
1859.0,1972.0,75251.0,0.0,0.0,34.0,0.0,721.0,81.0,556.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,53.0,1890.0,18.0,0.0,0,2.5219492264788377,-0.5200048334570159
7503.0,1976.0,75825.0,0.0,0.0,40.0,0.0,1032.0,81.0,556.0,120.5,81.0,51.0,0.0,5.0,8.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,49.0,2209.0,22.0,0.0,0,3.289058726001023,-0.9015289734564272
10401.0,1976.0,26326.0,0.0,0.0,12.0,1.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,49.0,18.0,3.0,0.0,1,-0.7392103119512443,-2.3472879826437305
1618.0,1965.0,56046.0,0.0,0.0,9.0,0.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,60.0,692.0,19.0,0.0,0,0.5947479704026716,-0.0502558007480315
3332.0,1985.0,29760.0,1.0,0.0,87.0,0.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,40.0,165.0,8.0,1.0,1,-1.9604481936172804,0.06607644839177006
2261.0,1969.0,26304.0,1.0,0.0,5.0,0.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,56.0,16.0,3.0,1.0,1,-1.8704378827139359,-1.2292216474314033
